content,label
孝景皇帝命令大臣们不要为自己即位一事拜贺,
夏禹让一些地区调余粮，各诸侯境内有粮食吃,
国号为夏后,
夏禹为人聪明机智，夏禹办事敏捷，夏禹遵守道德，发声合乎音律，举止合乎法度,
我帮助帝王设置五服，范围达到五千里。天下十二州任命长官，他们尽职守，他们有功绩,
皋陶申述他的意见，皋陶说遵循道德确定不移就能做到谋略高明臣下团结。夏禹说很对但应该怎样做呢。夏禹拜谢皋陶的善言,
褒姒不喜欢笑，幽王使用多种方法。周幽王设置烽火狼烟和大鼓，周幽王点燃烽火，诸侯见到烽火，诸侯赶来，褒姒大笑。幽王喜欢这个办法，幽王举烽火，幽王失去信用,
宗室为之震动,
二世到辽东,
郎中令和阎乐进入二世住处，二世怒，二世叫人员，一个宦官陪侍二世，二世逃室内，二世说你为什么不早告诉我,
纣任用西伯昌、九侯、鄂侯为三公,
百姓们怨恨纣，有的诸侯背叛纣。纣加重刑罚，纣发明一种叫做炮格的酷刑,
纣加重赋税，纣充盈粮仓,
诸侯说我们让禹帝的儿子做君王，这是夏后帝启,
武王急驱战车，纣的军队背叛殷纣,
纣王的军队攻打纣，纣王的军队为武王开路,
武王持太白旗，诸侯拜向武王，武王作揖，诸侯跟从武王,
武王赏赐殷的宗庙祭器，武王写分殷之器物篇，他记录他的命令和诸侯分封所得的器物,
帝尧告诫百官守其职,
民众移居平地，鸟兽长细毛,
帝尧命令羲氏、和氏制定历法，帝尧教从事生产的节令,
黄帝驱逐荤粥部族，黄帝来到釜山，黄帝合验符契，黄帝建都邑,
黄帝用云命名官职，军队号称云师,
蚩尤发动叛乱，蚩尤不听从黄帝之命。黄帝征调军队，黄帝擒获蚩尤，黄帝杀死蚩尤,
颛顼到幽陵，颛顼到交阯，颛顼到流沙，颛顼到蟠木。没有不归服,
就立二世哥哥的儿子公子婴为秦王,
孝文皇帝准备亲自带兵出击匈奴，皇太后拦阻孝文皇帝，孝文皇帝取消原来的计划。孝文皇帝封成侯董赤为内史，栾布为将军。匈奴逃走,
我的德薄教化不显著就是缘故，深感惭愧,
孝文皇帝不忍心按法律处理淮南王，孝文皇帝赦免淮南王的罪过，孝文皇帝废除淮南王的王位,
孝文皇帝派遣太后的弟弟薄昭前往京城，薄昭会见绛侯，绛侯等人告诉所以要迎立代王的意图。薄昭说情况是真实的没有什么可怀疑的。孝文皇帝说，果然像你说的一样。孝文皇帝派宋昌观察局势的变化,
孝文皇帝报告太后，孝文皇帝进行磋商，孝文皇帝没有拿定主意。孝文皇帝占卜，卦的兆象得到大横。兆辞说，大横预示着更替，我成为天王，像夏启一样发扬光大先帝的事业。孝文皇帝说，我本来已经是诸侯王了，还要做什么王。占卜的人说，所说的天王是天子,
丞相陈平等人说，我们在下商议，大王奉祀高帝宗庙是最适宜的，就是天下的诸侯和万民百姓也认为是妥当的。孝文皇帝说。宗室将相诸王列侯都以为没有比我更适宜的人选，那么我就不敢再推辞了。孝文皇帝为天子,
孝文皇帝说：农业是国家的基础，我要开垦籍田，亲自率领耕种，以供给祭祀宗庙时所用的谷物。,
孝文皇帝说，前些时候下诏让列侯前往自己的封国，有的托词不走。绦侯周勃免除丞相职务，回到自己的封国。大尉颖阴侯灌婴为丞相，废除太尉，太尉的权限归属丞相,
孝文皇帝说，法律是治理国家的准则，用它来禁绝残暴引导人们向善。妻子儿女为官府奴婢，我不赞成这种做法。大家讨论。,
