content,label
高祖和诸侯们约定，先入关的在关中称王,|
吕后给老人食物，老人说：夫人是天下的贵人,传奇色彩
高祖和项羽听说项梁死了,|
高祖为皇帝,政治能力
高祖攻打黥布,军事能力
高祖论定功劳大小，封侯食邑,政治能力
高祖率军攻打叛贼,军事能力
汉军断绝粮食，汉军放女子。将军纪信乘坐高祖的车驾欺骗楚军，高祖出西门,政治能力
高祖写一封信，说：天下苦于秦朝的暴政已经很久了。诸侯屠戮沛县，沛县父老响应诸侯军立保性命。沛县父老率领子弟杀沛县县令，打开城门迎接高祖，沛县父老想让高祖做沛县县令,政治能力
高祖和诸侯军攻打楚军,军事能力
汉军将领破黥布军，杀死黥布,军事能力
高祖最腿上有七十二颗黑痣,传奇色彩
高祖、项羽率军队，杀戮城中军民,军事能力
高祖回到军中，驻扎在广武,军事能力
高祖命令御史大夫周苛、魏豹、枞公留守荥阳。不能随从的将领和士卒留在城中,军事能力
高祖来到阳夏南面，高祖采用计策,政治能力
高祖派薛欧、王西迎接太公、吕后于沛县,私德品行
张耳归附高祖,政治能力
楚军掳取高祖的父母妻子,|
高祖封闭珍宝,|
高祖讨伐陈豨,军事能力
高祖绕宛城。张良说：沛公你虽然急于打入函谷关，但秦兵还很多，又据守险要。高祖更换旗帜，包围宛城。,军事能力
高祖作诗，高祖跳舞，高祖说：远游的人思念故乡。我虽然建都关中，千秋万岁后，我的魂魄还是会怀思沛县。我免除沛县百姓的徭役。沛县父老兄弟开怀。,政治能力
高祖封儿子刘长为淮南王,政治能力
九江王黥布归汉,军事能力
孝惠帝让高祖所教唱歌的儿童做高祖原庙中演奏音乐的人员,|
吕后让老人看相，老人说：夫人所以显贵，就是孝惠的缘故。鲁元是贵相。,传奇色彩
高祖命令樊哙留下来,政治能力
高祖攻打颍阳，高祖屠颍阳城,军事能力
高祖设置河南郡,政治能力
高祖戏辱堂上的客人,私德品行
有人劝高祖：项羽来到关中救国，你高祖就不能占有这个地方了。应该派兵把手函谷关，征集兵，加强实力。高祖赞成这个人的计谋。,政治能力
高祖到达雒阳,|
高祖到达咸阳，高祖攻占陇西,军事能力
