content,label
高祖和诸侯们约定，先入关的在关中称王,|
吕后给老人食物，老人说：夫人是天下的贵人,传奇色彩
高祖和项羽听说项梁死了,|
高祖为皇帝,政治能力
高祖攻打黥布,军事能力
高祖论定功劳大小，封侯食邑,政治能力
高祖率军攻打叛贼,军事能力
汉军断绝粮食，汉军放女子。将军纪信乘坐高祖的车驾欺骗楚军，高祖出西门,政治能力
高祖写一封信，说：天下苦于秦朝的暴政已经很久了。诸侯屠戮沛县，沛县父老响应诸侯军立保性命。沛县父老率领子弟杀沛县县令，打开城门迎接高祖，沛县父老想让高祖做沛县县令,政治能力
高祖和诸侯军攻打楚军,军事能力
汉军将领破黥布军，杀死黥布,军事能力
高祖最腿上有七十二颗黑痣,传奇色彩
高祖、项羽率军队，杀戮城中军民,军事能力
高祖回到军中，驻扎在广武,军事能力
高祖命令御史大夫周苛、魏豹、枞公留守荥阳。不能随从的将领和士卒留在城中,军事能力
高祖来到阳夏南面，高祖采用计策,政治能力
高祖派薛欧、王西迎接太公、吕后于沛县,私德品行
张耳归附高祖,政治能力
楚军掳取高祖的父母妻子,|
高祖封闭珍宝,|
高祖讨伐陈豨,军事能力
高祖绕宛城。张良说：沛公你虽然急于打入函谷关，但秦兵还很多，又据守险要。高祖更换旗帜，包围宛城。,军事能力
高祖作诗，高祖跳舞，高祖说：远游的人思念故乡。我虽然建都关中，千秋万岁后，我的魂魄还是会怀思沛县。我免除沛县百姓的徭役。沛县父老兄弟开怀。,政治能力
高祖封儿子刘长为淮南王,政治能力
九江王黥布归汉,军事能力
孝惠帝让高祖所教唱歌的儿童做高祖原庙中演奏音乐的人员,|
吕后让老人看相，老人说：夫人所以显贵，就是孝惠的缘故。鲁元是贵相。,传奇色彩
高祖命令樊哙留下来,政治能力
高祖攻打颍阳，高祖屠颍阳城,军事能力
高祖设置河南郡,政治能力
高祖戏辱堂上的客人,私德品行
有人劝高祖：项羽来到关中救国，你高祖就不能占有这个地方了。应该派兵把手函谷关，征集兵，加强实力。高祖赞成这个人的计谋。,政治能力
高祖到达雒阳,|
高祖到达咸阳，高祖攻占陇西,军事能力
高祖回军亢父，高祖到方与,|
高祖做亭长,政治能力
高祖进入营垒，高祖挖壕沟进行防守,军事能力
高祖爱好喝酒,私德品行
高祖出略地，高祖打入关中,军事能力
高祖打算与项羽再一次交战,军事能力
高祖命令张耳和韩信攻井陉，高祖杀陈余、赵王歇,军事能力
高祖和项羽攻打陈留,军事能力
高祖说：陈豨不南去据守邯郸，而凭借漳水为阵，我知道他是没有本事的。高祖说：我知道怎么对付他们了。,军事能力
高祖说：我带领正义之师诛除残暴的贼人，我杀死你项羽,军事能力
高祖和项羽回军工大外黄，没有攻克,军事能力
高祖巡视军队，伤势加重,政治能力
高祖渡过黄河，攻河内，高祖俘虏殷王，设置河内郡,军事能力
吕公说：我从年少时就好给人相面，相过的人多了，没有一个像你高祖这样的贵相，希望你高祖保重,传奇色彩
郦邑改名新丰,政治能力
高祖的队伍有近百人,军事能力
高祖平定雍地,军事能力
高祖赏赐黄金,政治能力
高祖赦免囚犯,政治能力
吕公的女儿是吕后，吕后生孝惠帝、鲁元公主,家庭背景
没有不降服的,"政治能力,军事能力"
高祖封利几为县令,政治能力
高祖平定魏地，设置三个郡,政治能力
高祖建都雒阳，诸侯成为高祖的属臣,政治能力
后面的人来到斩蛇的地方，见有一个老太太夜里哭泣，后面的人问为什么啼哭。老太太说有人杀了我的儿子。后面的人说：老太太，你的儿子为什么被杀了。老太太说：我儿子，是白帝的儿子，变为蛇，横在路当中，现在被赤帝的儿子杀了。人们以为老太太不诚实。后面的人到高祖休息的地方，高祖高祖刚才发生的事，高祖觉得自命不凡。,传奇色彩
高祖大破秦军,军事能力
高祖使用计策,政治能力
高祖会诸侯和群臣，高祖摆设酒宴,私德品行
高祖做亭长,政治能力
高祖说：好,|
高祖回到定陶，高祖驰入齐王营垒，夺齐王的军队,军事能力
高祖逃荥阳，进入函谷关。高祖收集士卒，想再次东进,军事能力
高祖想要离去，沛县父老兄弟挽留高祖。高祖说：我的随从人员众多，父兄们供养不起。高祖动身。沛县百姓倾城而出，贡献牛酒,私德品行
汉军围攻钟离昧,军事能力
高祖把秦王交给官吏，进入咸阳,|
高祖切断黄河渡口，高祖回到阳城，高祖集中骑兵，打败秦军,军事能力
淮南王黥布、燕王臧荼、赵王张敖保持过去的封号,政治能力
汉军派遣张良绶立韩信为齐王,政治能力
兵力出动,军事能力
高祖征发关内士卒守卫边塞,军事能力
高祖说：将军刘贾屡建战功，封为荆王，称工淮东,政治能力
项羽自立西楚霸王，高祖为汉王,|
高祖利用这个机会进入彭城,军事能力
高祖说：当初大人常常认为我是无以谋生的无赖，不能料理产业，不如刘仲勤劳。如今我成就的事业与刘仲相比，谁的多呢？,私德品行
高祖说：天下正在混乱当中，诸侯都已起事，如果推选的将领不胜任，就会一败涂地。萧何、曹参等是文官，看重身家性命。沛县父老说：我们平时听到高祖许多奇异的事情，看来高祖是该显贵的。高祖为沛公。,政治能力
孝惠帝命令各郡和各国诸侯建立高祖庙,|
役徒中有十多个年轻力壮的愿意跟随高祖,政治能力
高祖到周吕侯那里，高祖收集士卒，驻军在砀县,军事能力
高祖行经梁地，到虞县，说：你能让黥布举兵叛楚，项羽必定留下来攻打他。如果能够滞留几个月，我取得天下,军事能力
田肯劝高祖,|
高祖说：如果真像老父所说，决不忘记您对我的恩德,私德品行
县令有贵客，萧何为县里的主吏。萧何主管收礼物。萧何说：礼物不满一千钱的，坐在堂下。高祖做亭长，高祖轻视那些官吏。高祖说，贺万钱。,私德品行
吕公敬重高祖，吕公领高祖到堂上,私德品行
高祖败彭城,军事能力
高祖的军队到达霸上,军事能力
高祖回到栗县，遇到刚武侯，高祖夺人,军事能力
高祖派遣韩信进攻魏豹,军事能力
群臣说：高祖起于贫寒，平定四海。坚持高祖尊称皇帝,军事能力
高祖到咸阳，高祖看到秦始皇，高祖说：啊，大丈夫应当像这个样子,私德品行
高祖询问大臣，高祖采用陈平的计策，假装游云梦泽，高祖逮捕韩信,政治能力
高祖派使者召大司马周殷,政治能力
高祖遇见彭越,|
高祖跟随项梁,"政治能力,军事能力"
高祖打败秦军,军事能力
各地原来的秦朝园池让百姓开垦耕种,政治能力
高祖与魏将皇欣、魏申徒武蒲的军队攻打昌邑,军事能力
新城三老董公拦住高祖，说了义帝被杀的情况。高祖听了，高祖哭,私德品行
高祖大赦天下,政治能力
高祖俘虏雍王章邯的弟弟章平,军事能力
高祖平定关中,军事能力
梁王彭越谋反，高祖废除梁王彭越的封号，梁王彭越迁徙蜀地,政治能力
高祖带来一百多骑兵，高祖驰至鸿门，表示歉意,
汉军挑战楚军，汉军辱骂五六天楚军。汉军打败楚军，缴获财宝,军事能力
高祖说：秦始皇帝、楚隐王陈涉、魏安釐王、齐缗王、赵悼襄王都绝嗣无后，分别给予十户人家看守坟墓，秦始皇帝二十家，魏公子无忌五家。,政治能力
高祖进入函谷关，高祖来到冻阳，高祖慰问父老,政治能力
高祖伤胸部，高祖摸脚说：这个贼人射中了我的脚趾,政治能力
高祖是一个大人物，高祖有仁厚长者的风度,私德品行
高祖说：丰邑是我生长的地方，绝不会忘记。高祖免除丰邑徭役。,政治能力
高祖度过平阴津，到达雒阳,
群臣说：高祖起于细微平民，拨乱反正，平定天下，是汉朝的开国始祖，功劳最高。上尊号为高皇帝。,军事能力
高祖修筑甬道。项羽夺取汉军的甬道，汉军缺少粮食。项羽围攻高祖。高祖请求讲和，荥阳以西的土地归汉,政治能力
陈胜将领周章的军队至戏水。燕自立为王。项梁、项羽起兵于吴。,
高祖攻打陈豨,军事能力
项羽说：这是你左司马曹无伤向我说的。高祖脱身，高祖杀曹无伤,政治能力
高祖喝酒,私德品行
卢缩和数千名骑兵停留在边塞，希望高祖病好了去向高祖请罪。,
高祖取城邑,军事能力
郦食其游说高祖，高祖坐在床上，高祖伸两腿，让两个女子洗脚,私德品行
高祖带酒意抄小路，高祖派一人前行探路。前行探路的人说：前面有条大蛇横在路当中，请回去吧。高祖说：好汉走路，何所畏惧。高祖上前，拔剑击蛇。,军事能力
郎中郑忠劝阻高祖，高祖采用郑忠的计策,政治能力
许多没有攻下的城邑，听到这个消息，打开城门,
那些跟随高祖的人敬畏高祖,
高祖说：代地的官吏和百姓并非有罪，高祖赦免百姓和官吏,政治能力
