content,label
秦始皇开辟道路，秦始皇修建大道，秦始皇认为咸阳人口众多，秦始皇兴建朝宫。秦始皇建造阿房宫，殿堂可一万人坐，旗帜高五丈，阿房宫直达南山，修建标志作为门阙,私德品行
兼并全部韩国领土，设置一个郡,"军事能力,政治能力"
桓平定平阳武城,军事能力
秦始皇派将军蒙恬攻胡人,军事能力
秦始皇派人攻占高阙阳山北假地带，修筑亭障，驱逐戎人,军事能力
秦始皇喜欢采用刑罚杀戮来确立自己的威严,私德品行
秦始皇举行冠礼，秦始皇佩戴宝剑,|
秦始皇派扶苏监视蒙恬,政治能力
尉缭说：秦王这个人，高鼻梁，细长的眼睛，鸷鸟一样的胸膛，豺狼一样的声音，刻薄寡恩，心如虎狼，处于穷困时容易谦卑下人，得志时也容易吞噬人。,私德品行
秦始皇征召王翦，秦始皇坚持要起用王翦，秦王派王翦率军,军事能力
秦始皇派韩终侯公石生寻访仙人，求取长生不死的灵药,私德品行
秦始皇巡行郡县，秦始皇登邹峄山，秦始皇树立石碑。刻写石碑，颂扬功德，讨论事情，望祭山川，树立石碑,"政治能力,私德品行"
攻打垣邑蒲阳,军事能力
燕国太子丹派遣荆轲刺杀秦始皇,|
关中宫殿共计三百座,私德品行
秦始皇统一四海之内，秦始皇发扬威灵群臣颂扬皇帝的功德作为楷模,"军事能力,政治能力,私德品行"
杨端和统率河内士卒，羌瘣率军，杨端和围攻邯郸城,军事能力
秦始皇知道这个消息，秦始皇派相国昌平君、昌文君调遣士卒，宦者得到一级爵位,"军事能力,政治能力"
秦始皇经过吴县，秦始皇到达琅邪，秦始皇寻找神药，,私德品行
秦始皇巡游,|
秦始皇厌恶说死,私德品行
嫪毐的舍人应该迁徙蜀地的得到赦免,"政治能力,私德品行"
秦始皇挽留大梁人尉缭，秦始皇让大梁人尉缭做秦国国尉，秦王采用大梁人尉缭的计策,政治能力
秦国采纳李斯的计策,政治能力
秦始皇使占卜吉凶,私德品行
统一制度，规定相同，书写采用统一的文字,政治能力
秦始皇进行搜捕，秦始皇驱逐从诸侯国来的宾客，秦始皇废除驱逐宾客的命令,政治能力
秦始皇帝是秦庄襄王的儿子,家庭背景
秦国设置丽邑,政治能力
将军蒙骜进攻魏国，将军蒙骜平定酸枣燕邑虚邑长平雍丘山阳城，将军蒙骜夺取城色,军事能力
秦始皇渡过淮水，秦始皇前往衡山，秦始皇来到湘山。秦始皇说湘君是什么神，秦始皇让刑徒三千人砍光树木。秦始皇取道武关回到咸阳,私德品行
秦始皇下达制命，秦始皇说我听说远古有称号没有谥号中古有称号死后根据生前行迹确定谥号，我不采取这种做法，废除谥法,政治能力
碑文说：伟大的皇帝开始治理国家，伟大的皇帝制定法律制度，伟大的皇帝彰明纲纪。教诲诸侯，布惠泽，阐明道理。皇帝哀怜民众，皇帝调遣征伐的大军。进行讨伐，采取行动，消灭势力，拯救百姓，安定天下。普遍推行严明的法律制度成为永久的准则，遵循意志，群臣颂扬皇帝的功勋,"军事能力,政治能力,私德品行"
俘虏荆王,军事能力
秦始皇说去掉泰字留下皇字采用上古表示地位称号的帝字叫作皇帝,|
秦始皇建造信宫，秦始皇建造宫前殿，秦始皇修筑甬道,私德品行
秦始皇到阳武博狼沙，秦始皇追捕强盗，秦始皇命令搜查,政治能力
天下之事取决于秦始皇,"政治能力,私德品行"
燕国代国攻击秦国军队，秦国军队打败燕国军队,军事能力
秦始皇驱逐匈奴，设置县，修筑要塞,['|']
使者献壁玉，使者讲述事情的全部经过，使者讲述经过，秦始皇无语，秦始皇说山野的鬼怪只不过知道一年之内的事情,['私德品行']
秦始皇巡行陇西北地，秦始皇来到鸡头山，秦始皇路过回中,['|']
秦始皇来到邯郸，秦始皇坑杀与母亲家里有仇怨的,['私德品行']
我是始皇帝，子孙后代计算，传袭,['军事能力']
桓攻赵国，进攻军队，夺取宜安，打垮赵国军队，杀死赵国将军,['军事能力']
秦始皇住宿在雍地,['|']
俘虏王嘉,['|']
修建驰道,['|']
秦国一支军队到达邺邑，秦国一支军队到达太原,['军事能力']
秦始皇禁止祭祀,['|']
每户赐爵位一级,['政治能力']
接收韩国南阳地区,['|']
